Source,Target
write a python Program to print the ASCII value of the given character,"'\nc = \'p\'\nprint(""The ASCII value of \'"" + c + ""\' is"", ord(c))'"
write Python Program to print the Sum of 10 Natural Numbers,"'\nnum = 10\nif num < 0 : \n\tprint(""Enter a positive number"")\nelse : \n\tsum = 0\n\t# use while loop to iterate until zero\n\twhile(num > 0) : \n\t\tsum += num\n\t\tnum -= 1\n\tprint(""The sum is"", sum)'"
write  a Python Program to Swap Two Variables and print them,"""\nx = 5\ny = 10\ntemp = x\nx = y\ny = temp\nprint('The value of x after swapping :  {}'.format(x))\nprint('The value of y after swapping :  {}'.format(y))"""
Write a Python Program to Convert Kilometers to Miles,"""\nkilometers = 10000\nconv_fac = 0.621371\nmiles = kilometers * conv_fac\nprint('%0.2f kilometers is equal to %0.2f miles' %(kilometers,miles))"""
Write Python Program to Convert Celsius To Fahrenheit,"""\ncelsius = 37.5\nfahrenheit = (celsius * 1.8) + 32\nprint('%0.1f degree Celsius is equal to %0.1f degree Fahrenheit' %(celsius,fahrenheit))"""
Write Python Program to print the Square Root of a number,"""\nnum = 8 \nnum_sqrt = num ** 0.5\nprint('The square root of %0.3f is %0.3f'%(num ,num_sqrt))"""
Write python function to count number of 1s in binary representation of an integer.,'\ndef  countSetBits(n) :  \n\tcount = 0\n\twhile (n) :  \n\t\tcount += n & 1\n\t\tn >>= 1\n\treturn count '
Write Python function to check if a string is palindrome or not,'\ndef isPalindrome(s) : \n\treturn s == s[ :  : -1]'
Write a python program to reverse a string,"'\ns = ""i like this program very much""\nwords = s.split(\' \')\nstring =[]\nfor word in words : \n\tstring.insert(0, word)\nprint(""Reversed String : "")\nprint("" "".join(string))'"
Write a python function to merge two Dictionaries,"'\ndef Merge(dict1, dict2) : \n\treturn(dict2.update(dict1))'"
Write a python program to print sum of number digits in List,"'\ntest_list = [12, 67, 98, 34] \nres = [] \nfor ele in test_list :  \n\tsum = 0\n\tfor digit in str(ele) :  \n\t\tsum += int(digit) \n\tres.append(sum) \nprint (""List Integer Summation  :  "" + str(res)) '"
Write a Python function to count number of lists in a list of lists,'\ndef countList(lst) :  \n\tcount = 0\n\tfor el in lst :  \n\t\tif type(el)== type([]) :  \n\t\t\tcount+= 1          \n\treturn count '
Write a Python program to print largest element in an array,"""\narr = [10, 324, 45, 90, 9808] \nprint(f'the largest element in the array is {max(arr)}')"""
Write a Python function to interchange first and last elements in a list,'\ndef swapList(newList) :  \n\tsize = len(newList) \n\ttemp = newList[0] \n\tnewList[0] = newList[size - 1] \n\tnewList[size - 1] = temp \n\treturn newList'
Write a Python function to multiply all values in the list,'\ndef multiplyList(myList)  : \n\tresult = 1\n\tfor x in myList : \n\t\t\tresult = result * x \n\treturn result '
Write a Python program to Multiply two list and print the resultant list,"'\ntest_list1 = [1, 3, 4, 6, 8] \ntest_list2 = [4, 5, 6, 2, 10] \nres_list = [] \nfor i in range(0, len(test_list1)) :  \n\tres_list.append(test_list1[i] * test_list2[i])\t\nprint (""Resultant list is  :  "" + str(res_list)) \t'"
write a Python program to print positive numbers in a list,"'\nlist1 = [11, -21, 0, 45, 66, -93] \nfor num in list1 :  \n\tif num >= 0 :  \n\t\tprint(num, end = "" "") '"
Write a Python program to print negative numbers in a list,"'\nlist1 = [11, -21, 0, 45, 66, -93] \nfor num in list1 :  \n\tif num < 0 :  \n\t\tprint(num, end = "" "") \t'"
Write a python program to Count occurrences of given element in a list,"'\ndef countX(lst, x) :  \n\treturn lst.count(x)'"
Write a python function to remove numeric digits from given string,"""\ndef removedigits(ini_string) : \n\tres = ''.join([i for i in ini_string if not i.isdigit()]) \n\treturn res"""
Write a Python program to print the number words in a sentence,"'\ntest_string = ""India is my country""\nres = len(test_string.split()) \nprint (f""The number of words in string are  :  {res}"") '"
Write Python function to check if a string has at least one letter and one number,'\ndef checkString(str) :  \n\tflag_l = False\n\tflag_n = False\n\tfor i in str :  \n\t\tif i.isalpha() :  \n\t\t\tflag_l = True\n\t\tif i.isdigit() :  \n\t\t\tflag_n = True\n\treturn flag_l and flag_n '
Write a python function to Check whether triangle is valid or not if three points are given,"'\ndef checkTriangle(x1, y1, x2, y2, x3, y3) :  \n\ta = (x1 * (y2 - y3) + x2 * (y3 - y1) + x3 * (y1 - y2)) \n\tif a == 0 :  \n\t\treturn False \n\telse :  \n\t\treturn True'"
Write a python function to Check whether triangle is valid or not if sides are given,"'\ndef checkValidity(a, b, c) :   \n\tif (a + b <= c) or (a + c <= b) or (b + c <= a)  :  \n\t\treturn False\n\telse :  \n\t\treturn True '"
Write a Python Program to print words starting with Vowel From A list,"'\ntest_list = [""all"", ""love"", ""and"", ""get"", ""educated"", ""by"", ""gfg""] \nprint(""The original list is  :  "" + str(test_list)) \nres = [] \nvow = ""aeiou""\nfor sub in test_list :  \n\tflag = False\n\tfor ele in vow :  \n\t\tif sub.startswith(ele) :  \n\t\t\tflag = True \n\t\t\tbreak\n\tif flag :  \n\t\tres.append(sub)  \nprint(""The extracted words  :  "" + str(res)) '"
Write a python function to extract odd length words in String,'\ndef findoddlenthwords(test_str) : \n\tres = [] \n\tfor ele in test_str.split() :  \n\t\tif len(ele) % 2  :  \n\t\t\tres.append(ele) \n\treturn res'
Write a python function to extract even length words in String,'\ndef findevenlenthwords(test_str) : \n\tres = [] \n\tfor ele in test_str.split() :  \n\t\tif len(ele) % 2 == 0 :  \n\t\t\tres.append(ele)  \n\treturn res'
Write a python program to print Words lengths in String,"'\ntest_string = ""India is my country""\nres = list(map(len, test_string.split())) \nprint (""The list of words lengths is  :  "" + str(res)) '"
Write a python program to check if a number is positive or negative,"'\nnum = 15\nif num > 0 : \n\tprint(f""Positive number"")\nelif num == 0 : \n\tprint(f""Zero"")\nelse : \n\tprint(f""Negative number"")'"
write a Python Program to Display the multiplication Table of given number,"""\nnum = 12\nfor i in range(1, 11) : \n\tprint(num, 'x', i, '=', num*i)\t"""
write a Python function to Convert Decimal to Binary,"""\ndef convertToBinary(n) : \n\tif n > 1 : \n\t\tconvertToBinary(n//2)\n\tprint(n % 2,end = '')"""
write a Python Program to Count and print the Number of Each Vowel in the input string,"""\nvowels = 'aeiou'\nip_str = 'India is my country'\nip_str = ip_str.casefold()\ncount = {}.fromkeys(vowels,0)\nfor char in ip_str : \n\tif char in count : \n\t\tcount[char] += 1\nprint(count)"""
write a Python Program to Check Whether a String is Palindrome or Not,"'\nmy_str = \'aIbohPhoBiA\'\nmy_str = my_str.casefold()\nrev_str = reversed(my_str)\nif list(my_str) == list(rev_str) : \n\tprint(""The string is a palindrome."")\nelse : \n\tprint(""The string is not a palindrome."")'"
Write Python Program to Remove Punctuations From a String and print the cleaned string.,"'\npunctuations = \'\'\'!()-[]{}; : \'""\\,<>./?@#$%^&*_~\'\'\'\nmy_str = ""Hello!!!, he said ---and went.""\nno_punct = """"\nfor char in my_str : \n\tif char not in punctuations : \n\t\tno_punct = no_punct + char\nprint(no_punct)   '"
Write a Python program to print unique triplets whose three elements gives the sum of zero from an array of n integers.,"'\nnum = [1, -6, 4, 2, -1, 2, 0, -2, 0 ]\nlen_list = len(num)\ntrips = []\nfor i in range(len_list) : \n\tif i+3 > len_list : \n\t\tbreak\n\ttriplets = num[i : i+3]\n\tif len(set(triplets))==3 : \n\t\tif sum(triplets) == 0 : \n\t\t\ttrips.append(triplets)\nprint(trips)'"
Write a Python program to remove and print every third number from a list of numbers until the list becomes empty.,"'\nnum = [10,20,30,40,50,60,70,80,90]\nlen_list = len(num)\nposition = 3 - 1\nidx = 0\nwhile len_list > 0 : \n\tidx = (idx+position) % len_list\n\tprint(num.pop(idx))\n\tlen_list-=1 '"
Write a Python function to compute simple interest,"'\ndef simple_interest(p,t,r) :  \n\tsi = (p * t * r)/100\n\treturn si '"
Write a Python function to compute compound interest,"'\ndef compound_interest(principle, rate, time) :   \n\tAmount = principle * (pow((1 + rate / 100), time)) \n\tCI = Amount - principle \n\treturn CI'"
Write a Python function for Program to find area of a circle,'\ndef findArea(r) :  \n\tPI = 3.142\n\treturn PI * (r*r)'
Write a python function to find Area Of Rectangle,"'\ndef areaRectangle(a, b) :  \n\treturn (a * b) '"
Write a python function to find perimeter Of Rectangle,"'\ndef perimeterRectangle(a, b) :  \n\treturn (2 * (a + b))'"
write a python function to convert string in to binary,"'\ndef convertstringtobinary(text) : \n\tfor chr in text : \n\t\tbin = \'\'\n\t\tasciiVal = int(ord(chr))\n\t\twhile asciiVal > 0 : \n\t\t\tif asciiVal % 2 == 0 : \n\t\t\t\tbin = bin + \'0\'\n\t\t\telse : \n\t\t\t\tbin = bin + \'1\'\n\t\t\tasciiVal = int(asciiVal/2)\n\t\treturn(bin + ""  :  "" + bin[ :  : -1])'"
Write a python program to print the Sum of digits of a number,"'\nn = 12345\nq = 0\nwhile(n>0) : \n\tr=n%10\n\tq=q+r\n\tn=n//10\nprint(""Sum of digits is :  ""+str(q))\t'"
Write a python program to sort alphabetically the words form a string provided by the user,"""\ndef sortwords(my_str) : \n\twords = my_str.split()\n\twords.sort()\n\treturn ' '.join(words)"""
"Write a python function to replace all the spaces in an entered string with a hyphen ""-""","'\ndef replacetext(string) : \n\tstring = string.replace("" "", ""-"")\n\treturn string'"
write a python program to rotate a list 10 times and print it,"'\nlist = [11,22,33,44,55,66,77,88,99]\nn = 10\nfinalList = []\nfor i in range(0, N) : \n\tfinalList.append(list[(i+d)%N])\nprint(finalList)'"
write a Python Program to Add two binary numbers and print the sum,"""\nnum1 = '00001'\nnum2 = '10001'\nsum = bin(int(num1,2) + int(num2,2))\nprint(sum)"""
write a Python Program to Calculate and print the Average of Numbers in a Given List,"'\na= [11,22,33,44,55,66,77,88,99]\navg=sum(a)/len(a)\nprint(""Average of elements in the list"",round(avg,2))'"
write a Python Program to check if a number is a Perfect number and print the result,"'\nn = 7\nsum1 = 0\nfor i in range(1, n) : \n\tif(n % i == 0) : \n\t\tsum1 = sum1 + i\nif (sum1 == n) : \n\tprint(""The number is a Perfect number!"")\nelse : \n\tprint(""The number is not a Perfect number!"")'"
write a Python function to convert binary to Gray codeword,"'\ndef binary_to_gray(n) : \n\tn = int(n, 2)\n\tn ^= (n >> 1)\n\treturn bin(n)[2 : ]'"
write a Python function to convert Gray code to binary,"'\ndef gray_to_binary(n) : \n\tn = int(n, 2) # convert to int\n\tmask = n\n\twhile mask != 0 : \n\t\tmask >>= 1\n\t\tn ^= mask\n\treturn bin(n)[2 : ]'"
write a Python Program to Replace all Occurrences of ‘a’ with $ in a String,"""\ndef replacestring(txt) : \n\treturn txt.replace('A','$')"""
write a python program to Print Quotient and Remainder of two numbers,"'\na = 15\nb = 4\nquotient=a//b\nremainder=a%b\nprint(""Quotient is : "",quotient)\nprint(""Remainder is : "",remainder)'"
write a python program to print the Area of a Triangle Given All Three Sides,"'\na = 15\nb = 9\nc = 7\ns=(a+b+c)/2\narea=(s*(s-a)*(s-b)*(s-c)) ** 0.5\nprint(""Area of the triangle is :  "",round(area,2))'"
write a Python function to Determine all Pythagorean Triplets in the Range,"'\ndef findpythagoreantriplets(limit) : \n\tc=0\n\tm=2\n\twhile(c<limit) : \n\t\tfor n in range(1,m+1) : \n\t\t\ta=m*m-n*n\n\t\t\tb=2*m*n\n\t\t\tc=m*m+n*n\n\t\t\tif(c>limit) : \n\t\t\t\tbreak\n\t\t\tif(a==0 or b==0 or c==0) : \n\t\t\t\tbreak\n\t\t\tprint(a,b,c)\n\t\tm=m+1'"
write a Python Program to print all the Divisors of an Integer,"'\nn = 20\nprint(""The divisors of the number are : "")\nfor i in range(1,n+1) : \n\tif(n%i==0) : \n\t\tprint(i)\t\t'"
Write a python program to print dimension in centimeter to inches,"'\ncm = 50\ninches=0.394*cm\nprint(""The dimension in inches "",round(inches,2))'"
Write a python program to print dimension in centimeter to feet,"'\ncm = 50\nfeet=0.0328*cm\nprint(""The dimension in feet "",round(feet,2))'"
write Python Program to print the Union of two Lists,"""\nl1 = [11,22,33,44]\nl2 = [55,66,77,88]\nunion = list(set().union(l1,l2)) \nprint('The Union of two lists is : ',union)"""
write a python function to Check if a Substring is Present in a Given String,"'\ndef checksubstring(string,sub_string) : \n\tif(string.find(sub_str)==-1) : \n\t\t return False\n\telse : \n\t\treturn True'"
Write a Python Program to Multiply All the Items in a Dictionary and print the result,"""\nd={'A' : 10,'B' : 10,'C' : 239}\ntot=1\nfor i in d :     \n\ttot=tot*d[i]\nprint(tot)"""
Write Python Program to print Common Letters in Two Input Strings,"'\ns1=""Trump was the American President""\ns2=""Who is the American President now?""\na=list(set(s1)&set(s2))\nprint(""The common letters are : "")\nfor i in a : \n\tprint(i)'"
Write a Python function to Find Whether a Number is a Power of Two,'\ndef is_power_of_two(n) : \n\tif n <= 0 : \n\t\treturn False\n\telse : \n\t\treturn n & (n - 1) == 0'
Write a Python Program to Search the Number of Times a Particular Number Occurs in a List,"'\na = [2,3,2,3,4,4,5,5,6,6,6]\nk=0\nnum=6\nfor j in a : \n\tif(j==num) : \n\t\tk=k+1\nprint(""Number of times"",num,""appears is"",k)'"
write Python function to Clear the Rightmost Set Bit of a Number,'\ndef clear_rightmost_set_bit(n) : \n\treturn n & (n - 1)'
write a Python function to Find HCF of two numbers,"'\ndef hcf(x, y) :   \n\tif x > y :   \n\t\tsmaller = y  \n\telse :   \n\t\tsmaller = x  \n\tfor i in range(1,smaller + 1) :   \n\t\tif((x % i == 0) and (y % i == 0)) :   \n\t\t\thcf = i  \n\treturn hcf  '"
Write a Python Program to Add Two Matrices and print result.,"'\nX = [[1,2,3],  \n\t[4,5,6],  \n\t[7,8,9]]  \nY = [[10,11,12],  \n\t[13,14,15],  \n\t[16,17,18]]  \nresult = [[0,0,0],  \n\t\t\t\t[0,0,0],  \n\t\t\t\t[0,0,0]] \nfor i in range(len(X)) :   \n\tfor j in range(len(X[0])) :   \n\t\tresult[i][j] = X[i][j] + Y[i][j]  \nfor r in result :   \n\tprint(r)  \t'"
write Python Program to Multiply Two Matrices and print result.,"'\nX = [[1,2,3],  \n\t\t[4,5,6],  \n\t\t[7,8,9]]  \nY = [[10,11,12],  \n\t\t [13,14,15],  \n\t\t [16,17,18]]  \nresult = [[0,0,0],  \n\t\t\t\t[0,0,0],  \n\t\t\t\t[0,0,0]]   \nfor i in range(len(X)) :   \n\tfor j in range(len(Y[0])) :   \n\t\tfor k in range(len(Y)) :   \n\t\t\tresult[i][j] += X[i][k] * Y[k][j]  \nfor r in result :   \n\tprint(r)  '"
Write a Python Program to Transpose a Matrix  and print result.,"'\nX = [[1,2],  \n\t\t [4,5],  \n\t\t[7,8]]  \nResult = [[0,0,0],  \n\t\t\t\t[0,0,0]]  \nfor i in range(len(X)) :   \n\tfor j in range(len(X[0])) :   \n\t\tresult[j][i] = X[i][j]  \nfor r in result :   \n\tprint(r)'"
Write a Python function to Find the Intersection of Two Lists,"'\ndef intersection(a, b) : \n\treturn list(set(a) & set(b))'"
write a Python function to Sort a List According to the Length of the Elements.,'\ndef sortlistwithlen(list) : \n\tlist.sort(key=len)\n\treturn list'
Write a Python Program to Print an Identity Matrix,"'\nn = 3\nfor i in range(0,n) : \n\tfor j in range(0,n) : \n\t\tif(i==j) : \n\t\t\tprint(""1"",sep="" "",end="" "")\n\t\telse : \n\t\t\tprint(""0"",sep="" "",end="" "") \t'"
Write a Python Program to print Those Numbers which are Divisible by 7 and Multiple of 5 in a Given Range of Numbers,"'\nlower = 1\nupper = 100\nfor i in range (lower,upper+1) : \n\tif(i%7==0 and i%5==0) : \n\t\tprint(i)'"
write Python function to find the Length of the Longest One element in the list,'\ndef findlongest(list) : \n\tmax1=len(list[0])\n\ttemp=list[0]\n\tfor i in list : \n\t\tif(len(i)>max1) : \n\t\t   max1=len(i)\n\t\t   temp=i\n\treturn temp'
write a Python function to Detect if Two Strings are Anagrams,"'\ndef check_if_anagram(s1,s2) : \n\tif(sorted(s1)==sorted(s2)) : \n\t\t  return True\n\telse : \n\t\t  return False'"
Write Python Program to print the Length of a String Without Using a Library Function,"'\nstring= ""United States of America""\ncount=0\nfor i in string : \n\t\t count=count+1\nprint(""Length of the string is : "")\nprint(count)'"
Write Python Program to Find the Area of a Rectangle Using Classes,"'\nclass rectangle() : \n\tdef __init__(self,breadth,length) : \n\t\tself.breadth=breadth\n\t\tself.length=length\n\tdef area(self) : \n\t\treturn self.breadth*self.length\na=15\nb=10\nobj=rectangle(a,b)\nprint(""Area of rectangle : "",obj.area())'"
Write a Python Program to Find the Second Largest Number in a List,"'\na= [11,22,33,44,55,66,77,88,99]\na.sort()\nprint(""Second largest element is : "",a[n-2])'"
Write a Python Program to Count Number of Lowercase Characters in a String and print the result,"'\nstring=""SriNAtH""\ncount=0\nfor i in string : \n\t\t if(i.islower()) : \n\t\t\tcount=count+1\nprint(""The number of lowercase characters is : "")\nprint(count)'"
write a Python Program to Sum All the Items in a Dictionary and print the result,"'\nd={\'A\' : 100,\'B\' : 540,\'C\' : 239}\nprint(""Total sum of values in the dictionary : "")\nprint(sum(d.values()))'"
write Python function to Count the Frequency of Words Appearing in a String Using a Dictionary,"'\ndef countword(test_string) : \n\tl=[]\n\tl=test_string.split()\n\twordfreq=[l.count(p) for p in l]\n\treturn(dict(zip(l,wordfreq)))'"
write Python Program to Read the Contents of a File,"'\na=str(input(""Enter the name of the file with .txt extension : ""))\nfile2=open(a,\'r\')\nline=file2.readline()\nwhile(line!="""") : \n\tprint(line)\n\tline=file2.readline()\nfile2.close()\t'"
write Python Program to Count the Number of Lines in a Text File,"'\nfname = input(""Enter file name :  "")\nnum_lines = 0\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\tnum_lines += 1\nprint(""Number of lines : "")\nprint(num_lines)'"
write Python Program to Count the Number of Words in a Text File,"'\nfname = input(""Enter file name :  "")\nnum_words = 0\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\twords = line.split()\n\t\tnum_words += len(words)\nprint(""Number of words : "")\nprint(num_words)'"
write a Python Program to Read a File and Capitalize the First Letter of Every Word in the File,"'\nfname = input(""Enter file name :  "")\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\tl=line.title()\n\t\tprint(l)'"
